Scripps_ID,shipment,received,Sample_ID,Collection date,Species,Sample type,Address,Country,State,County,City,Zip,Latitude,Longitude,PCR CT,cDNA,PCR,Library prep,Sequenced,# of Reads,% CDS covered,Mean coverage depth,Seq. complete?,gap primers,BioSample Accession,Nucleotide Accession
W1544,plate 1,Yes,46700,2018-07-19,Culex restuans,Pooled Mosquitoes,6743 S Kedzie Ave,USA,IL,Cook,Chicago,,41.770651,-87.704316,,,,,,,,,,,,
W1545,plate 1,Yes,46703,2018-07-19,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1546,plate 1,Yes,46707,2018-07-19,Culex sp.,Pooled Mosquitoes,4233 W 65th St,USA,IL,Cook,Chicago,,41.774456,-87.728552,,,,,,,,,,,,
W1547,plate 1,Yes,46722,2018-07-19,Culex sp.,Pooled Mosquitoes,2240 W 69th St,USA,IL,Cook,Chicago,,41.76873,-87.680356,,,,,,,,,,,,
W1548,plate 1,Yes,46726,2018-07-19,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1549,plate 1,Yes,46731,2018-07-19,Culex restuans,Pooled Mosquitoes,2240 W 69th St,USA,IL,Cook,Chicago,,41.76873,-87.680356,,,,,,,,,,,,
W1550,plate 1,Yes,46741,2018-07-26,Culex pipiens,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.962953,-87.9221,,,,,,,,,,,,
W1551,plate 1,Yes,46743,2018-07-26,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.962953,-87.9221,,,,,,,,,,,,
W1552,plate 1,Yes,46745,2018-07-26,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.952283,-87.9043,,,,,,,,,,,,
W1553,plate 1,Yes,46746,2018-07-26,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.952283,-87.9043,,,,,,,,,,,,
W1554,plate 1,Yes,46749,2018-07-26,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,42.004704,-87.907803,,,,,,,,,,,,
W1555,plate 1,Yes,46750,2018-07-26,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,42.004704,-87.907803,,,,,,,,,,,,
W1556,plate 1,Yes,46751,2018-07-26,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.95895,-87.883517,,,,,,,,,,,,
W1557,plate 1,Yes,46753,2018-07-26,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1558,plate 1,Yes,46754,2018-07-26,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1559,plate 1,Yes,46755,2018-07-26,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1560,plate 1,Yes,46757,2018-07-26,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978,-87.883333,,,,,,,,,,,,
W1561,plate 1,Yes,46762,2018-07-26,Culex sp.,Pooled Mosquitoes,4625 N Milwaukee Ave,USA,IL,Cook,Chicago,,41.964934,-87.757316,,,,,,,,,,,,
W1562,plate 1,Yes,46763,2018-07-26,Culex restuans,Pooled Mosquitoes,4625 N Milwaukee Ave,USA,IL,Cook,Chicago,,41.964934,-87.757316,,,,,,,,,,,,
W1563,plate 1,Yes,46767,2018-07-26,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.945958,-87.833299,,,,,,,,,,,,
W1564,plate 1,Yes,46775,2018-07-26,Culex restuans,Pooled Mosquitoes,8200 S Kostner Ave,USA,IL,Cook,Chicago,,41.742531,-87.732484,,,,,,,,,,,,
W1565,plate 1,Yes,46776,2018-07-26,Culex restuans,Pooled Mosquitoes,4233 W 65th St,USA,IL,Cook,Chicago,,41.774456,-87.728552,,,,,,,,,,,,
W1566,plate 1,Yes,46780,2018-07-26,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1567,plate 2,Yes,46795,2018-07-26,Culex restuans,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
W1568,plate 2,Yes,46804,2018-07-26,Culex restuans,Pooled Mosquitoes,2505 W Grand Ave,USA,IL,Cook,Chicago,,41.890709,-87.691506,,,,,,,,,,,,
W1569,plate 2,Yes,46805,2018-07-26,Culex restuans,Pooled Mosquitoes,2505 W Grand Ave,USA,IL,Cook,Chicago,,41.890709,-87.691506,,,,,,,,,,,,
W1570,plate 2,Yes,46810,2018-07-26,Culex sp.,Pooled Mosquitoes,3741 S Pulaski Rd,USA,IL,Cook,Chicago,,41.825276,-87.723032,,,,,,,,,,,,
W1571,plate 2,Yes,46811,2018-07-26,Culex restuans,Pooled Mosquitoes,3741 S Pulaski Rd,USA,IL,Cook,Chicago,,41.825276,-87.723032,,,,,,,,,,,,
W1572,plate 2,Yes,46815,2018-07-26,Culex sp.,Pooled Mosquitoes,6743 S Kedzie Ave,USA,IL,Cook,Chicago,,41.770651,-87.704316,,,,,,,,,,,,
W1573,plate 2,Yes,46816,2018-07-26,Culex restuans,Pooled Mosquitoes,6743 S Kedzie Ave,USA,IL,Cook,Chicago,,41.770651,-87.704316,,,,,,,,,,,,
W1574,plate 2,Yes,46821,2018-07-26,Culex sp.,Pooled Mosquitoes,4233 W 65th St,USA,IL,Cook,Chicago,,41.774456,-87.728552,,,,,,,,,,,,
W1575,plate 2,Yes,46841,2018-07-26,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1576,plate 2,Yes,46844,2018-07-26,Culex restuans,Pooled Mosquitoes,2240 W 69th St,USA,IL,Cook,Chicago,,41.76873,-87.680356,,,,,,,,,,,,
W1577,plate 2,Yes,46849,2018-07-26,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1578,plate 2,Yes,46850,2018-07-26,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1579,plate 2,Yes,46857,2018-07-26,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1580,plate 2,Yes,46858,2018-07-26,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1581,plate 2,Yes,46859,2018-08-02,Culex pipiens,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.962953,-87.9221,,,,,,,,,,,,
W1582,plate 2,Yes,46861,2018-08-02,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.952283,-87.9043,,,,,,,,,,,,
W1583,plate 2,Yes,46863,2018-08-02,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,42.004704,-87.907803,,,,,,,,,,,,
W1584,plate 2,Yes,46865,2018-08-02,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.9986,-87.8896,,,,,,,,,,,,
W1585,plate 2,Yes,46869,2018-08-02,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.95895,-87.883517,,,,,,,,,,,,
W1586,plate 2,Yes,46870,2018-08-02,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1587,plate 2,Yes,46871,2018-08-02,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1588,plate 2,Yes,46872,2018-08-02,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1589,plate 2,Yes,46873,2018-08-02,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1590,plate 2,Yes,46874,2018-08-02,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1591,plate 2,Yes,46875,2018-08-02,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1592,plate 2,Yes,46890,2018-08-02,Culex restuans,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
W1593,plate 2,Yes,46899,2018-08-02,Culex restuans,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
W1594,plate 2,Yes,46904,2018-08-02,Culex sp.,Pooled Mosquitoes,2505 W Grand Ave,USA,IL,Cook,Chicago,,41.890709,-87.691506,,,,,,,,,,,,
W1595,plate 2,Yes,46906,2018-08-02,Culex restuans,Pooled Mosquitoes,2505 W Grand Ave,USA,IL,Cook,Chicago,,41.890709,-87.691506,,,,,,,,,,,,
W1596,plate 2,Yes,46910,2018-08-02,Culex restuans,Pooled Mosquitoes,3741 S Pulaski Rd,USA,IL,Cook,Chicago,,41.825276,-87.723032,,,,,,,,,,,,
W1597,plate 2,Yes,46912,2018-08-02,Culex sp.,Pooled Mosquitoes,6743 S Kedzie Ave,USA,IL,Cook,Chicago,,41.770651,-87.704316,,,,,,,,,,,,
W1598,plate 2,Yes,46913,2018-08-02,Culex restuans,Pooled Mosquitoes,6743 S Kedzie Ave,USA,IL,Cook,Chicago,,41.770651,-87.704316,,,,,,,,,,,,
W1599,plate 2,Yes,46917,2018-08-02,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1600,plate 2,Yes,46921,2018-08-02,Culex restuans,Pooled Mosquitoes,8200 S Kostner Ave,USA,IL,Cook,Chicago,,41.742531,-87.732484,,,,,,,,,,,,
W1601,plate 2,Yes,46923,2018-08-02,Culex sp.,Pooled Mosquitoes,4233 W 65th St,USA,IL,Cook,Chicago,,41.774456,-87.728552,,,,,,,,,,,,
W1602,plate 2,Yes,46955,2018-08-02,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1603,plate 2,Yes,46959,2018-08-02,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1604,plate 2,Yes,46961,2018-08-02,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1605,plate 2,Yes,46967,2018-08-02,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1606,plate 2,Yes,46975,2018-08-02,Culex sp.,Pooled Mosquitoes,9159 W Higgins Rd,USA,IL,Cook,Chicago,,41.984519,-87.849622,,,,,,,,,,,,
W1607,plate 2,Yes,46985,2018-08-02,Culex restuans,Pooled Mosquitoes,8200 S Kostner Ave,USA,IL,Cook,Chicago,,41.742531,-87.732484,,,,,,,,,,,,
W1608,plate 2,Yes,46990,2018-08-09,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.962953,-87.9221,,,,,,,,,,,,
W1609,plate 2,Yes,46992,2018-08-09,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.952283,-87.9043,,,,,,,,,,,,
W1610,plate 2,Yes,46993,2018-08-09,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.952283,-87.9043,,,,,,,,,,,,
W1611,plate 2,Yes,46998,2018-08-09,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,42.004704,-87.907803,,,,,,,,,,,,
W1612,plate 2,Yes,46999,2018-08-09,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,42.004704,-87.907803,,,,,,,,,,,,
W1613,plate 2,Yes,47001,2018-08-09,Culex pipiens,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.95895,-87.883517,,,,,,,,,,,,
W1614,plate 2,Yes,47002,2018-08-09,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.95895,-87.883517,,,,,,,,,,,,
W1615,plate 2,Yes,47004,2018-08-09,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.95895,-87.883517,,,,,,,,,,,,
W1616,plate 2,Yes,47005,2018-08-09,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.95895,-87.883517,,,,,,,,,,,,
W1617,plate 2,Yes,47009,2018-08-09,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1618,plate 2,Yes,47017,2018-08-09,Culex sp.,Pooled Mosquitoes,7033 N Mosell Ave,USA,IL,Cook,Chicago,,42.00826,-87.777073,,,,,,,,,,,,
W1619,plate 2,Yes,47021,2018-08-09,Culex sp.,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.945958,-87.833299,,,,,,,,,,,,
W1620,plate 2,Yes,47022,2018-08-09,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.945958,-87.833299,,,,,,,,,,,,
W1621,plate 2,Yes,47024,2018-08-09,Culex sp.,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1622,plate 2,Yes,47025,2018-08-09,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1623,plate 2,Yes,47028,2018-08-09,Culex restuans,Pooled Mosquitoes,8200 S Kostner Ave,USA,IL,Cook,Chicago,,41.742531,-87.732484,,,,,,,,,,,,
W1624,plate 2,Yes,47032,2018-08-09,Culex sp.,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1625,plate 2,Yes,47036,2018-08-09,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1626,plate 2,Yes,47038,2018-08-09,Culex sp.,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.993617,-87.745905,,,,,,,,,,,,
W1627,plate 2,Yes,47039,2018-08-09,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.993617,-87.745905,,,,,,,,,,,,
W1628,plate 2,Yes,47056,2018-08-09,Culex sp.,Pooled Mosquitoes,2505 W Grand Ave,USA,IL,Cook,Chicago,,41.890709,-87.691506,,,,,,,,,,,,
W1629,plate 2,Yes,47058,2018-08-09,Culex restuans,Pooled Mosquitoes,5025 S St Louis Ave,USA,IL,Cook,Chicago,,41.802575,-87.711216,,,,,,,,,,,,
W1630,plate 2,Yes,47060,2018-08-09,Culex restuans,Pooled Mosquitoes,3741 S Pulaski Rd,USA,IL,Cook,Chicago,,41.825276,-87.723032,,,,,,,,,,,,
W1631,plate 3,Yes,47062,2018-08-09,Culex sp.,Pooled Mosquitoes,6743 S Kedzie Ave,USA,IL,Cook,Chicago,,41.770651,-87.704316,,,,,,,,,,,,
W1632,plate 3,Yes,47065,2018-08-09,Culex restuans,Pooled Mosquitoes,6743 S Kedzie Ave,USA,IL,Cook,Chicago,,41.770651,-87.704316,,,,,,,,,,,,
W1633,plate 3,Yes,47066,2018-08-09,Culex restuans,Pooled Mosquitoes,6743 S Kedzie Ave,USA,IL,Cook,Chicago,,41.770651,-87.704316,,,,,,,,,,,,
W1634,plate 3,Yes,47071,2018-08-09,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1635,plate 3,Yes,47075,2018-08-09,Culex restuans,Pooled Mosquitoes,4233 W 65th St,USA,IL,Cook,Chicago,,41.774456,-87.728552,,,,,,,,,,,,
W1636,plate 3,Yes,47086,2018-08-09,Culex restuans,Pooled Mosquitoes,2240 W 69th St,USA,IL,Cook,Chicago,,41.76873,-87.680356,,,,,,,,,,,,
W1637,plate 3,Yes,47090,2018-08-09,Culex sp.,Pooled Mosquitoes,2240 W 69th St,USA,IL,Cook,Chicago,,41.76873,-87.680356,,,,,,,,,,,,
W1638,plate 3,Yes,47098,2018-08-09,Culex sp.,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1639,plate 3,Yes,47122,2018-08-16,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.952283,-87.9043,,,,,,,,,,,,
W1640,plate 3,Yes,47124,2018-08-16,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,42.004704,-87.907803,,,,,,,,,,,,
W1641,plate 3,Yes,47125,2018-08-16,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,42.004704,-87.907803,,,,,,,,,,,,
W1642,plate 3,Yes,47128,2018-08-16,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.95895,-87.883517,,,,,,,,,,,,
W1643,plate 3,Yes,47131,2018-08-16,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1644,plate 3,Yes,47132,2018-08-16,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1645,plate 3,Yes,47133,2018-08-16,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1646,plate 3,Yes,47134,2018-08-16,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1647,plate 3,Yes,47138,2018-08-16,Culex restuans,Pooled Mosquitoes,4625 N Milwaukee Ave,USA,IL,Cook,Chicago,,41.964934,-87.757316,,,,,,,,,,,,
W1648,plate 3,Yes,47141,2018-08-16,Culex sp.,Pooled Mosquitoes,9159 W Higgins Rd,USA,IL,Cook,Chicago,,41.984519,-87.849622,,,,,,,,,,,,
W1649,plate 3,Yes,47142,2018-08-16,Culex restuans,Pooled Mosquitoes,9159 W Higgins Rd,USA,IL,Cook,Chicago,,41.984519,-87.849622,,,,,,,,,,,,
W1650,plate 3,Yes,47146,2018-08-16,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.945958,-87.833299,,,,,,,,,,,,
W1651,plate 3,Yes,47157,2018-08-16,Culex sp.,Pooled Mosquitoes,5801 N Pulaski Rd,USA,IL,Cook,Chicago,,41.987558,-87.723937,,,,,,,,,,,,
W1652,plate 3,Yes,47161,2018-08-16,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1653,plate 3,Yes,47163,2018-08-16,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1654,plate 3,Yes,47166,2018-08-16,Culex restuans,Pooled Mosquitoes,8200 S Kostner Ave,USA,IL,Cook,Chicago,,41.742531,-87.732484,,,,,,,,,,,,
W1655,plate 3,Yes,47168,2018-08-16,Culex restuans,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
W1656,plate 3,Yes,47170,2018-08-16,Culex sp.,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
W1657,plate 3,Yes,47171,2018-08-16,Culex restuans,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
W1658,plate 3,Yes,47174,2018-08-16,Culex sp.,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
W1659,plate 3,Yes,47175,2018-08-16,Culex restuans,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
W1660,plate 3,Yes,47178,2018-08-16,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1661,plate 3,Yes,47179,2018-08-16,Culex sp.,Pooled Mosquitoes,8200 S Kostner Ave,USA,IL,Cook,Chicago,,41.742531,-87.732484,,,,,,,,,,,,
W1662,plate 3,Yes,47181,2018-08-16,Culex sp.,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1663,plate 3,Yes,47183,2018-08-16,Culex restuans,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
W1664,plate 3,Yes,47184,2018-08-16,Culex restuans,Pooled Mosquitoes,2505 W Grand Ave,USA,IL,Cook,Chicago,,41.890709,-87.691506,,,,,,,,,,,,
W1665,plate 3,Yes,47192,2018-08-16,Culex restuans,Pooled Mosquitoes,4233 W 65th St,USA,IL,Cook,Chicago,,41.774456,-87.728552,,,,,,,,,,,,
W1666,plate 3,Yes,47193,2018-08-16,Culex sp.,Pooled Mosquitoes,2505 W Grand Ave,USA,IL,Cook,Chicago,,41.890709,-87.691506,,,,,,,,,,,,
W1667,plate 3,Yes,47194,2018-08-16,Culex restuans,Pooled Mosquitoes,2505 W Grand Ave,USA,IL,Cook,Chicago,,41.890709,-87.691506,,,,,,,,,,,,
W1668,plate 3,Yes,47195,2018-08-16,Culex restuans,Pooled Mosquitoes,2505 W Grand Ave,USA,IL,Cook,Chicago,,41.890709,-87.691506,,,,,,,,,,,,
W1669,plate 3,Yes,47196,2018-08-16,Culex sp.,Pooled Mosquitoes,2150 N Cannon Dr,USA,IL,Cook,Chicago,,41.920586,-87.634074,,,,,,,,,,,,
W1670,plate 3,Yes,47197,2018-08-16,Culex restuans,Pooled Mosquitoes,2150 N Cannon Dr,USA,IL,Cook,Chicago,,41.920586,-87.634074,,,,,,,,,,,,
W1671,plate 3,Yes,47201,2018-08-16,Culex restuans,Pooled Mosquitoes,5200 W 63rd St,USA,IL,Cook,Chicago,,41.778511,-87.752184,,,,,,,,,,,,
W1672,plate 3,Yes,47206,2018-08-16,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1673,plate 3,Yes,47209,2018-08-16,Culex restuans,Pooled Mosquitoes,8200 S Kostner Ave,USA,IL,Cook,Chicago,,41.742531,-87.732484,,,,,,,,,,,,
W1674,plate 3,Yes,47210,2018-08-16,Culex sp.,Pooled Mosquitoes,4233 W 65th St,USA,IL,Cook,Chicago,,41.774456,-87.728552,,,,,,,,,,,,
W1675,plate 3,Yes,47211,2018-08-16,Culex restuans,Pooled Mosquitoes,4233 W 65th St,USA,IL,Cook,Chicago,,41.774456,-87.728552,,,,,,,,,,,,
W1676,plate 3,Yes,47216,2018-08-16,Culex restuans,Pooled Mosquitoes,2240 W 69th St,USA,IL,Cook,Chicago,,41.76873,-87.680356,,,,,,,,,,,,
W1677,plate 3,Yes,47238,2018-08-16,Culex sp.,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1678,plate 3,Yes,47239,2018-08-16,Culex sp.,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1679,plate 3,Yes,47243,2018-08-16,Culex sp.,Pooled Mosquitoes,2240 W 69th St,USA,IL,Cook,Chicago,,41.76873,-87.680356,,,,,,,,,,,,
W1680,plate 3,Yes,47252,2018-08-16,Culex sp.,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1681,plate 3,Yes,47253,2018-08-16,Culex restuans,Pooled Mosquitoes,,USA,IL,Cook,Chicago,,41.776279,-87.78031,,,,,,,,,,,,
W1682,plate 3,Yes,47257,2018-08-23,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.962953,-87.9221,,,,,,,,,,,,
W1683,plate 3,Yes,47260,2018-08-23,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.952283,-87.9043,,,,,,,,,,,,
W1684,plate 3,Yes,47262,2018-08-23,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.995867,-87.933417,,,,,,,,,,,,
W1685,plate 3,Yes,47263,2018-08-23,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,42.004704,-87.907803,,,,,,,,,,,,
W1686,plate 3,Yes,47264,2018-08-23,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,42.004704,-87.907803,,,,,,,,,,,,
W1687,plate 3,Yes,47265,2018-08-23,Culex pipiens,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.9986,-87.8896,,,,,,,,,,,,
W1688,plate 3,Yes,47266,2018-08-23,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.9986,-87.8896,,,,,,,,,,,,
W1689,plate 3,Yes,47267,2018-08-23,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.9986,-87.8896,,,,,,,,,,,,
W1690,plate 3,Yes,47268,2018-08-23,Culex restuans,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.9986,-87.8896,,,,,,,,,,,,
W1691,plate 3,Yes,47271,2018-08-23,Culex sp.,Pooled Mosquitoes,O'Hare International Airport,USA,IL,Cook,Chicago,,41.978233,-87.877,,,,,,,,,,,,
W1692,plate 3,Yes,47281,2018-08-23,Culex sp.,Pooled Mosquitoes,8200 S Kostner Ave,USA,IL,Cook,Chicago,,41.742531,-87.732484,,,,,,,,,,,,
W1693,plate 3,Yes,47296,2018-08-23,Culex sp.,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
W1694,plate 3,Yes,47316,2018-08-23,Culex restuans,Pooled Mosquitoes,5025 S St Louis Ave,USA,IL,Cook,Chicago,,41.802575,-87.711216,,,,,,,,,,,,
W1695,plate 4,Yes,47323,2018-08-23,Culex restuans,Pooled Mosquitoes,5258 S Kolmar,USA,IL,Cook,Chicago,,41.796948,-87.737069,,,,,,,,,,,,
W1696,plate 4,Yes,47330,2018-08-23,Culex sp.,Pooled Mosquitoes,5801 N Western Ave,USA,IL,Cook,Chicago,,41.985707,-87.686988,,,,,,,,,,,,
